s,0.001364,100
s,0.000154,100
s,0.000177,100
s,0.000174,100
s,0.000175,100
s,0.000175,100
s,0.000174,100
s,0.000176,100
s,0.000173,100
s,0.000173,100
s,0.000167,100
s,0.000177,100
s,0.000176,100
s,0.000176,100
s,0.000175,100
s,0.003476,100
s,0.000440,100
s,0.000161,100
s,0.000161,100
s,0.000171,100
s,0.000157,100
s,0.000162,100
s,0.000169,100
s,0.000161,100
s,0.000161,100
s,0.000161,100
s,0.000161,100
s,0.000160,100
s,0.000161,100
s,0.000161,100
s,0.000167,100
s,0.000161,100
s,0.000160,100
s,0.000161,100
s,0.000161,100
s,0.000161,100
s,0.000166,100
s,0.000161,100
s,0.000160,100
s,0.000161,100
s,0.000166,100
s,0.000160,100
s,0.000161,100
s,0.000160,100
s,0.000161,100
s,0.000161,100
s,0.000160,100
s,0.000161,100
s,0.000160,100
s,0.000161,100
s,0.000172,100
s,0.000161,100
s,0.000161,100
s,0.000160,100
s,0.000161,100
s,0.000160,100
s,0.000161,100
s,0.000161,100
s,0.000160,100
s,0.000161,100
s,0.000166,100
s,0.000161,100
s,0.000161,100
s,0.000161,100
s,0.000160,100
s,0.000161,100
s,0.000161,100
s,0.000191,100
s,0.000285,100
s,0.000238,100
s,0.000254,100
s,0.000243,100
s,0.000240,100
s,0.000238,100
s,0.000232,100
s,0.000166,100
s,0.000165,100
s,0.000164,100
s,0.000162,100
s,0.000161,100
s,0.000168,100
s,0.000161,100
s,0.000161,100
s,0.000162,100
s,0.000170,100
s,0.000162,100
s,0.000162,100
s,0.000184,100
s,0.000163,100
s,0.000161,100
s,0.000157,100
s,0.000161,100
s,0.000161,100
s,0.000161,100
s,0.000170,100
s,0.000161,100
s,0.000161,100
s,0.000160,100
s,0.000161,100
s,0.000161,100
i,0.000979,100
i,0.000007,100
i,0.000007,100
i,0.000007,100
i,0.000006,100
i,0.000007,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000192,100
i,0.000006,100
i,0.000006,100
i,0.000007,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000007,100
i,0.000007,100
i,0.000171,100
i,0.000007,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000007,100
i,0.000185,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000007,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000166,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000170,100
i,0.000007,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000007,100
i,0.000193,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000181,100
i,0.000007,100
i,0.000007,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000007,100
i,0.000006,100
i,0.000007,100
i,0.000182,100
i,0.000006,100
i,0.000006,100
i,0.000007,100
i,0.000007,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000006,100
i,0.000195,100
i,0.000007,100
i,0.000006,100
i,0.000006,100
i,0.000007,100
i,0.000007,100
i,0.000007,100
i,0.000007,100
i,0.000007,100
i,0.000007,100
