12,0.0000000012
12,0.0000000021
12,0.0000000031
12,0.0000000043
12,0.0000000054
12,0.0000000064
12,0.0000000074
12,0.0000000082
12,0.0000000092
12,0.0000000105
12,0.0000000119
12,0.0000000133
12,0.0000000146
12,0.0000000158
12,0.0000000171
12,0.0000000185
12,0.0000000195
12,0.0000000207
12,0.0000000218
12,0.0000000229
12,0.0000000238
12,0.0000000238
12,0.0000000245
12,0.0000000252
12,0.0000000258
12,0.0000000263
12,0.0000000268
12,0.0000000280
12,0.0000000286
12,0.0000000289
12,0.0000000298
12,0.0000000301
12,0.0000000304
12,0.0000000308
12,0.0000000311
12,0.0000000312
12,0.0000000315
12,0.0000000325
12,0.0000000335
12,0.0000000338
12,0.0000000338
12,0.0000000348
12,0.0000000352
12,0.0000000354
12,0.0000000364
12,0.0000000368
12,0.0000000371
12,0.0000000379
12,0.0000000389
12,0.0000000395
12,0.0000000401
12,0.0000000409
12,0.0000000418
12,0.0000000421
12,0.0000000427
12,0.0000000432
12,0.0000000434
12,0.0000000438
12,0.0000000440
12,0.0000000444
12,0.0000000447
12,0.0000000453
12,0.0000000461
12,0.0000000467
12,0.0000000467
12,0.0000000473
12,0.0000000482
12,0.0000000489
12,0.0000000494
12,0.0000000500
12,0.0000000510
12,0.0000000520
12,0.0000000528
12,0.0000000534
12,0.0000000540
12,0.0000000545
12,0.0000000553
12,0.0000000557
12,0.0000000563
12,0.0000000565
12,0.0000000570
12,0.0000000573
12,0.0000000579
12,0.0000000589
12,0.0000000594
12,0.0000000604
12,0.0000000609
12,0.0000000613
12,0.0000000619
12,0.0000000622
12,0.0000000629
12,0.0000000635
12,0.0000000642
12,0.0000000647
12,0.0000000652
12,0.0000000658
12,0.0000000664
12,0.0000000664
12,0.0000000669
12,0.0000000673
14,0.0000000679
14,0.0000000684
14,0.0000000689
14,0.0000000694
14,0.0000000698
14,0.0000000703
14,0.0000000713
14,0.0000000718
14,0.0000000728
14,0.0000000732
14,0.0000000732
14,0.0000000737
14,0.0000000743
14,0.0000000750
14,0.0000000758
14,0.0000000762
14,0.0000000766
14,0.0000000770
14,0.0000000774
14,0.0000000778
14,0.0000000784
14,0.0000000787
14,0.0000000793
14,0.0000000801
14,0.0000000807
14,0.0000000816
14,0.0000000825
14,0.0000000833
14,0.0000000840
14,0.0000000846
14,0.0000000854
14,0.0000000861
14,0.0000000871
14,0.0000000879
14,0.0000000887
14,0.0000000894
14,0.0000000901
14,0.0000000911
14,0.0000000921
14,0.0000000927
14,0.0000000936
14,0.0000000939
14,0.0000000947
14,0.0000000954
14,0.0000000961
14,0.0000000969
14,0.0000000977
14,0.0000000984
14,0.0000000993
14,0.0000000999
14,0.0000001005
14,0.0000001009
14,0.0000001016
14,0.0000001021
14,0.0000001025
14,0.0000001030
14,0.0000001034
14,0.0000001038
14,0.0000001046
14,0.0000001052
14,0.0000001058
14,0.0000001060
14,0.0000001064
14,0.0000001069
14,0.0000001075
14,0.0000001082
14,0.0000001087
14,0.0000001092
14,0.0000001096
14,0.0000001103
14,0.0000001108
14,0.0000001112
14,0.0000001118
14,0.0000001126
14,0.0000001129
14,0.0000001135
14,0.0000001141
14,0.0000001147
14,0.0000001152
14,0.0000001154
14,0.0000001164
14,0.0000001169
14,0.0000001176
14,0.0000001181
14,0.0000001187
14,0.0000001191
14,0.0000001196
14,0.0000001212
14,0.0000001214
14,0.0000001216
14,0.0000001226
14,0.0000001230
14,0.0000001234
14,0.0000001241
14,0.0000001247
14,0.0000001252
14,0.0000001255
14,0.0000001261
14,0.0000001266
14,0.0000001271
16,0.0000001278
16,0.0000001282
16,0.0000001286
16,0.0000001292
16,0.0000001299
16,0.0000001302
16,0.0000001312
16,0.0000001315
16,0.0000001318
16,0.0000001323
16,0.0000001330
16,0.0000001340
16,0.0000001344
16,0.0000001352
16,0.0000001352
16,0.0000001358
16,0.0000001368
16,0.0000001373
16,0.0000001376
16,0.0000001379
16,0.0000001383
16,0.0000001387
16,0.0000001391
